customer_id,signup_date,plan,acquisition_channel,region,company_size,annual_contract,first_30_logins,key_feature_events_30,support_tickets_30,payment_failures_30,onboarding_score_30,duration_days_since_signup,churn_observed,study_end_date
R00264,2024-02-06,Growth,Outbound,North America,51-200,1,13,5,1,0,84.0,510,0,2025-06-30
R00265,2024-06-10,Starter,Outbound,North America,1-10,0,5,2,1,1,35.6,31,1,2025-06-30
R00266,2024-03-09,Growth,Outbound,Europe,1-10,1,5,1,3,0,44.7,106,1,2025-06-30
R00267,2024-11-04,Starter,Paid Search,APAC,1-10,1,13,4,1,1,84.3,238,0,2025-06-30
R00268,2024-02-06,Starter,Organic,APAC,11-50,1,6,1,3,0,43.6,510,0,2025-06-30
R00269,2024-09-02,Starter,Organic,LATAM,11-50,1,12,3,3,0,59.0,301,0,2025-06-30
R00270,2024-08-17,Growth,Organic,Europe,11-50,0,9,4,1,0,60.3,177,1,2025-06-30
R00271,2024-03-18,Starter,Paid Search,North America,51-200,0,4,2,2,0,38.8,14,1,2025-06-30
R00272,2024-02-08,Scale,Paid Search,APAC,1-10,0,10,4,1,0,63.8,297,1,2025-06-30
R00273,2024-01-08,Growth,Partner,Europe,11-50,1,7,3,0,0,75.8,539,0,2025-06-30
R00274,2024-10-25,Growth,Partner,APAC,51-200,0,9,0,0,0,56.4,248,0,2025-06-30
R00275,2024-09-01,Growth,Paid Search,North America,1-10,0,9,3,0,1,54.9,302,0,2025-06-30
R00276,2024-08-11,Starter,Paid Search,Europe,11-50,0,2,1,1,0,27.7,253,1,2025-06-30
R00277,2024-06-19,Starter,Organic,LATAM,1-10,0,7,1,2,1,21.2,155,1,2025-06-30
R00278,2024-07-05,Growth,Organic,North America,11-50,0,13,5,0,0,73.9,360,0,2025-06-30
R00279,2024-04-06,Scale,Partner,Europe,1-10,1,15,11,0,0,100.0,450,0,2025-06-30
R00280,2024-02-09,Growth,Organic,APAC,11-50,0,4,1,0,0,51.2,507,0,2025-06-30
R00281,2024-10-16,Starter,Partner,Europe,51-200,0,7,2,2,0,42.7,257,0,2025-06-30
R00282,2024-09-03,Starter,Outbound,Europe,11-50,0,7,4,0,0,63.5,164,1,2025-06-30
R00283,2024-07-24,Starter,Paid Search,North America,51-200,0,5,7,4,0,41.4,174,1,2025-06-30
R00284,2024-01-25,Starter,Organic,Europe,1-10,0,5,3,1,0,49.3,522,0,2025-06-30
R00285,2024-09-17,Starter,Paid Search,North America,11-50,0,5,2,1,1,47.2,67,1,2025-06-30
R00286,2024-10-09,Starter,Partner,LATAM,51-200,1,3,2,1,0,61.5,5,1,2025-06-30
R00287,2024-08-16,Starter,Paid Search,APAC,51-200,0,4,1,2,0,39.6,118,1,2025-06-30
R00288,2024-06-23,Starter,Organic,LATAM,1-10,1,12,3,3,0,66.7,372,0,2025-06-30
R00289,2024-11-08,Starter,Paid Search,North America,1-10,1,7,0,0,0,66.3,234,0,2025-06-30
R00290,2024-08-18,Starter,Partner,Europe,11-50,1,6,1,0,0,60.4,316,0,2025-06-30
R00291,2024-12-15,Scale,Outbound,LATAM,1-10,1,13,5,0,0,85.9,197,0,2025-06-30
R00292,2024-01-25,Starter,Partner,Europe,11-50,1,7,3,2,0,54.5,522,0,2025-06-30
R00293,2024-07-12,Growth,Outbound,LATAM,11-50,0,13,2,2,0,75.0,100,1,2025-06-30
R00294,2024-09-17,Growth,Paid Search,Europe,1-10,1,9,3,0,0,74.1,286,0,2025-06-30
R00295,2024-10-01,Scale,Paid Search,APAC,1-10,0,14,8,1,0,84.5,272,0,2025-06-30
R00296,2024-03-02,Starter,Paid Search,North America,1-10,0,4,1,0,0,34.4,168,1,2025-06-30
R00297,2024-08-21,Starter,Paid Search,Europe,201+,0,5,0,1,0,37.0,59,1,2025-06-30
R00298,2024-01-08,Starter,Organic,Europe,11-50,0,7,3,2,0,41.2,140,1,2025-06-30
R00299,2024-07-06,Scale,Paid Search,LATAM,1-10,1,10,6,0,2,41.8,109,1,2025-06-30
R00300,2024-09-19,Growth,Outbound,APAC,1-10,0,9,3,0,0,63.8,284,0,2025-06-30
R00301,2024-07-10,Starter,Organic,North America,11-50,0,6,2,0,0,51.6,209,1,2025-06-30
R00302,2024-07-08,Scale,Organic,North America,1-10,1,9,8,0,0,83.3,357,0,2025-06-30
R00303,2024-11-24,Growth,Partner,Europe,11-50,1,12,5,0,0,76.8,218,0,2025-06-30
R00304,2024-05-06,Growth,Partner,APAC,11-50,0,13,3,2,0,58.1,420,0,2025-06-30
R00305,2024-01-20,Starter,Paid Search,North America,11-50,0,2,1,0,0,33.9,162,1,2025-06-30
R00306,2024-12-17,Growth,Outbound,North America,1-10,0,6,0,2,0,52.5,195,0,2025-06-30
R00307,2024-04-25,Starter,Organic,North America,11-50,0,3,2,1,0,58.5,267,1,2025-06-30
R00308,2024-04-23,Starter,Outbound,North America,11-50,0,5,1,2,0,42.4,323,1,2025-06-30
R00309,2024-03-18,Growth,Organic,Europe,51-200,0,6,2,0,0,61.8,469,0,2025-06-30
R00310,2024-05-11,Starter,Paid Search,APAC,1-10,0,5,4,2,1,36.8,64,1,2025-06-30
R00311,2024-06-27,Growth,Paid Search,North America,11-50,0,9,2,2,0,53.5,45,1,2025-06-30
R00312,2024-03-15,Growth,Paid Search,APAC,11-50,1,8,4,0,0,71.3,472,0,2025-06-30
R00313,2024-08-09,Growth,Paid Search,Europe,1-10,0,7,2,1,1,38.1,47,1,2025-06-30
R00314,2024-02-27,Growth,Paid Search,Europe,1-10,0,9,3,0,0,47.7,103,1,2025-06-30
R00315,2024-07-18,Scale,Partner,Europe,11-50,0,11,4,1,0,75.3,347,0,2025-06-30
R00316,2024-03-01,Scale,Outbound,North America,1-10,0,7,0,0,0,53.4,486,0,2025-06-30
R00317,2024-01-26,Growth,Organic,LATAM,11-50,0,17,5,4,0,69.9,253,1,2025-06-30
R00318,2024-09-04,Growth,Organic,LATAM,11-50,0,7,2,0,0,43.9,31,1,2025-06-30
R00319,2024-01-12,Growth,Paid Search,North America,1-10,0,12,3,0,0,61.3,535,0,2025-06-30
R00320,2024-12-24,Growth,Organic,North America,11-50,0,8,5,1,0,67.5,188,0,2025-06-30
R00321,2024-09-28,Starter,Outbound,Europe,1-10,0,9,6,2,0,61.7,275,0,2025-06-30
R00322,2024-02-04,Starter,Partner,Europe,1-10,0,4,2,1,0,41.3,152,1,2025-06-30
R00323,2024-09-17,Starter,Paid Search,North America,11-50,0,6,4,0,1,52.6,172,1,2025-06-30
R00324,2024-10-02,Scale,Paid Search,Europe,11-50,0,12,2,0,0,68.0,159,1,2025-06-30
R00325,2024-03-19,Scale,Paid Search,North America,11-50,0,15,9,1,1,68.9,468,0,2025-06-30
R00326,2024-07-31,Growth,Partner,Europe,1-10,0,6,4,2,0,52.1,220,1,2025-06-30
R00327,2024-07-16,Scale,Partner,Europe,11-50,0,6,5,0,0,74.2,349,0,2025-06-30
R00328,2024-08-05,Growth,Paid Search,Europe,51-200,0,8,1,2,0,39.2,329,0,2025-06-30
R00329,2024-03-13,Growth,Organic,Europe,1-10,0,10,7,1,1,58.8,78,1,2025-06-30
R00330,2024-05-27,Growth,Paid Search,North America,51-200,0,6,2,1,0,48.7,399,0,2025-06-30
R00331,2024-12-04,Starter,Paid Search,North America,201+,0,4,4,1,0,48.4,85,1,2025-06-30
R00332,2024-02-16,Scale,Organic,Europe,51-200,0,15,8,3,0,76.9,500,0,2025-06-30
R00333,2024-01-17,Scale,Organic,LATAM,51-200,0,9,2,0,0,69.2,530,0,2025-06-30
R00334,2024-05-30,Starter,Organic,Europe,51-200,0,4,4,5,0,31.1,162,1,2025-06-30
R00335,2024-11-25,Growth,Organic,Europe,11-50,0,5,1,0,0,48.6,217,0,2025-06-30
R00336,2024-05-21,Growth,Outbound,Europe,1-10,0,3,2,0,0,51.5,405,0,2025-06-30
R00337,2024-05-24,Growth,Organic,APAC,11-50,0,3,0,0,1,18.9,46,1,2025-06-30
R00338,2024-10-09,Starter,Outbound,APAC,1-10,0,6,2,1,0,41.5,101,1,2025-06-30
R00339,2024-03-28,Growth,Paid Search,LATAM,1-10,0,4,3,3,0,47.0,131,1,2025-06-30
R00340,2024-01-22,Starter,Partner,North America,1-10,1,7,6,4,0,70.7,525,0,2025-06-30
R00341,2024-06-21,Starter,Partner,North America,11-50,0,6,2,2,0,47.9,374,0,2025-06-30
R00342,2024-04-25,Growth,Outbound,North America,1-10,0,4,3,0,0,49.1,431,0,2025-06-30
R00343,2024-11-10,Growth,Partner,Europe,1-10,0,10,4,0,0,84.9,232,0,2025-06-30
R00344,2024-06-13,Starter,Outbound,LATAM,11-50,0,1,0,0,0,26.0,27,1,2025-06-30
R00345,2024-06-24,Starter,Partner,North America,11-50,0,9,3,0,0,71.8,371,0,2025-06-30
R00346,2024-12-07,Scale,Organic,North America,11-50,0,8,4,1,1,53.5,205,0,2025-06-30
R00347,2024-01-25,Starter,Organic,LATAM,201+,0,6,4,2,0,55.3,415,1,2025-06-30
R00348,2024-06-14,Growth,Paid Search,Europe,11-50,0,10,2,1,0,31.6,37,1,2025-06-30
R00349,2024-04-28,Starter,Outbound,Europe,1-10,1,7,4,0,0,69.8,428,0,2025-06-30
R00350,2024-09-06,Starter,Partner,APAC,11-50,1,10,3,1,0,92.3,297,0,2025-06-30
R00351,2024-08-24,Growth,Organic,Europe,11-50,0,1,0,1,0,44.7,310,0,2025-06-30
R00352,2024-12-20,Scale,Paid Search,North America,201+,0,18,10,0,0,100.0,192,0,2025-06-30
R00353,2024-08-10,Starter,Paid Search,Europe,201+,0,6,2,4,0,25.0,66,1,2025-06-30
R00354,2024-01-17,Starter,Paid Search,Europe,11-50,1,7,6,2,0,59.1,60,1,2025-06-30
R00355,2024-08-24,Growth,Paid Search,Europe,11-50,0,7,4,2,0,55.4,125,1,2025-06-30
R00356,2024-02-24,Growth,Organic,North America,1-10,0,14,4,2,0,63.6,492,0,2025-06-30
R00357,2024-09-11,Growth,Partner,North America,1-10,0,3,2,0,0,58.6,292,0,2025-06-30
R00358,2024-11-16,Scale,Paid Search,Europe,11-50,0,8,8,0,0,69.9,226,0,2025-06-30
R00359,2024-10-17,Starter,Organic,Europe,11-50,1,6,3,1,0,47.4,256,0,2025-06-30
R00360,2024-03-02,Starter,Outbound,APAC,1-10,0,2,2,1,0,58.8,485,0,2025-06-30
R00361,2024-05-23,Starter,Paid Search,North America,11-50,0,0,0,2,0,26.2,172,1,2025-06-30
R00362,2024-08-26,Starter,Paid Search,APAC,1-10,1,5,4,1,0,60.5,308,0,2025-06-30
R00363,2024-03-06,Growth,Organic,APAC,1-10,0,7,5,1,0,77.0,481,0,2025-06-30
R00364,2024-11-27,Growth,Organic,North America,201+,0,7,6,0,0,67.0,215,0,2025-06-30
R00365,2024-11-07,Starter,Partner,North America,11-50,0,7,4,0,0,58.4,8,1,2025-06-30
R00366,2024-12-02,Growth,Organic,LATAM,1-10,0,8,1,2,1,34.4,210,0,2025-06-30
R00367,2024-06-05,Starter,Organic,North America,11-50,0,3,2,2,0,39.9,345,1,2025-06-30
R00368,2024-12-28,Starter,Organic,North America,11-50,1,12,3,1,0,58.5,184,0,2025-06-30
R00369,2024-07-11,Growth,Outbound,North America,1-10,0,7,3,0,0,58.4,354,0,2025-06-30
R00370,2024-02-29,Growth,Organic,APAC,201+,0,9,1,1,0,37.9,162,1,2025-06-30
R00371,2024-09-17,Starter,Organic,North America,11-50,0,3,3,2,0,40.5,225,1,2025-06-30
R00372,2024-10-22,Starter,Paid Search,North America,11-50,0,7,2,0,0,51.6,33,1,2025-06-30
R00373,2024-03-24,Growth,Outbound,APAC,11-50,0,7,2,0,0,47.7,463,0,2025-06-30
R00374,2024-09-03,Growth,Outbound,APAC,1-10,0,8,2,3,0,43.5,285,1,2025-06-30
R00375,2024-12-26,Starter,Organic,North America,51-200,0,9,6,0,0,77.8,186,0,2025-06-30
R00376,2024-03-11,Starter,Paid Search,Europe,201+,0,5,1,0,0,49.5,300,1,2025-06-30
R00377,2024-05-28,Starter,Organic,North America,1-10,0,9,4,0,0,76.8,398,0,2025-06-30
R00378,2024-02-08,Starter,Paid Search,LATAM,51-200,0,5,2,1,0,44.6,62,1,2025-06-30
R00379,2024-04-16,Starter,Paid Search,North America,1-10,0,3,0,4,0,27.7,141,1,2025-06-30
R00380,2024-06-14,Growth,Organic,North America,1-10,0,9,0,0,0,54.8,381,0,2025-06-30
R00381,2024-01-26,Growth,Paid Search,North America,1-10,0,9,3,0,1,49.1,146,1,2025-06-30
R00382,2024-12-22,Starter,Partner,North America,1-10,1,6,1,3,0,26.3,173,1,2025-06-30
R00383,2024-06-22,Scale,Paid Search,LATAM,11-50,1,7,5,1,1,60.1,373,0,2025-06-30
R00384,2024-08-15,Starter,Partner,North America,51-200,0,2,0,4,1,4.4,45,1,2025-06-30
R00385,2024-10-29,Starter,Paid Search,North America,51-200,0,5,3,1,0,56.5,198,1,2025-06-30
R00386,2024-02-07,Starter,Outbound,LATAM,1-10,0,3,3,1,0,27.3,199,1,2025-06-30
R00387,2024-04-05,Starter,Partner,APAC,1-10,0,6,4,1,0,55.2,102,1,2025-06-30
R00388,2024-04-06,Scale,Organic,North America,51-200,0,12,7,0,0,66.2,450,0,2025-06-30
R00389,2024-05-15,Starter,Partner,Europe,11-50,0,7,3,3,0,46.8,56,1,2025-06-30
R00390,2024-04-03,Starter,Paid Search,LATAM,1-10,1,11,6,2,0,63.3,453,0,2025-06-30
R00391,2024-01-22,Starter,Paid Search,LATAM,11-50,0,6,1,1,1,47.4,152,1,2025-06-30
R00392,2024-04-15,Scale,Organic,Europe,11-50,0,8,4,0,0,70.1,441,0,2025-06-30
R00393,2024-07-18,Starter,Organic,North America,51-200,0,3,3,3,0,33.8,26,1,2025-06-30
R00394,2024-06-07,Starter,Paid Search,North America,1-10,0,8,6,1,0,72.9,388,0,2025-06-30
R00395,2024-06-18,Starter,Paid Search,North America,1-10,0,4,0,0,0,39.9,129,1,2025-06-30
R00396,2024-10-09,Scale,Paid Search,LATAM,11-50,0,11,3,0,0,68.8,264,0,2025-06-30
R00397,2024-04-07,Growth,Paid Search,Europe,11-50,0,5,3,0,0,57.2,255,1,2025-06-30
R00398,2024-02-22,Growth,Paid Search,North America,11-50,0,9,3,1,0,69.8,428,1,2025-06-30
R00399,2024-12-03,Starter,Partner,LATAM,11-50,1,10,3,3,0,57.9,168,1,2025-06-30
R00400,2024-10-14,Starter,Outbound,North America,1-10,0,5,2,2,0,33.5,241,1,2025-06-30
R00401,2024-08-12,Starter,Organic,North America,1-10,1,4,2,2,0,22.0,118,1,2025-06-30
R00402,2024-11-28,Starter,Paid Search,LATAM,11-50,1,10,4,4,0,57.7,48,1,2025-06-30
R00403,2024-06-27,Starter,Partner,North America,1-10,0,6,2,4,0,27.1,340,1,2025-06-30
R00404,2024-05-16,Scale,Organic,Europe,1-10,1,8,10,1,0,86.5,410,0,2025-06-30
R00405,2024-12-03,Starter,Paid Search,North America,1-10,0,7,2,3,0,44.3,115,1,2025-06-30
R00406,2024-10-10,Starter,Partner,North America,1-10,0,3,2,2,0,31.8,263,0,2025-06-30
R00407,2024-06-16,Scale,Partner,Europe,1-10,0,6,4,1,0,43.2,379,0,2025-06-30
R00408,2024-05-16,Scale,Paid Search,APAC,11-50,0,7,7,0,1,48.4,410,0,2025-06-30
R00409,2024-02-28,Starter,Organic,North America,1-10,0,10,3,4,0,30.9,330,1,2025-06-30
R00410,2024-09-04,Scale,Outbound,North America,11-50,0,8,6,1,1,64.4,299,0,2025-06-30
R00411,2024-03-14,Starter,Partner,LATAM,11-50,0,2,3,4,0,23.1,73,1,2025-06-30
R00412,2024-07-29,Scale,Organic,North America,11-50,1,10,6,1,0,77.1,336,0,2025-06-30
R00413,2024-06-01,Growth,Organic,Europe,11-50,0,7,6,1,0,67.8,394,0,2025-06-30
R00414,2024-08-11,Growth,Organic,North America,201+,0,9,2,0,1,45.8,323,0,2025-06-30
R00415,2024-12-23,Growth,Outbound,LATAM,1-10,0,9,1,1,0,43.3,189,0,2025-06-30
R00416,2024-04-19,Scale,Organic,North America,11-50,0,10,3,1,0,71.0,437,0,2025-06-30
R00417,2024-02-19,Scale,Organic,Europe,51-200,0,10,2,0,0,61.5,156,1,2025-06-30
R00418,2024-06-10,Starter,Partner,APAC,11-50,0,5,3,1,0,65.6,188,1,2025-06-30
R00419,2024-11-28,Scale,Organic,APAC,51-200,1,9,5,1,0,87.3,214,0,2025-06-30
R00420,2024-08-03,Scale,Partner,LATAM,11-50,0,6,9,0,0,68.9,331,0,2025-06-30
R00421,2024-09-04,Growth,Organic,North America,1-10,0,15,4,0,0,86.8,299,0,2025-06-30
R00422,2024-11-05,Growth,Partner,North America,201+,1,9,1,0,0,67.3,237,0,2025-06-30
R00423,2024-06-02,Starter,Paid Search,APAC,51-200,0,3,1,1,1,40.7,98,1,2025-06-30
R00424,2024-01-18,Scale,Outbound,APAC,1-10,1,12,5,1,2,49.7,529,0,2025-06-30
R00425,2024-06-13,Starter,Organic,APAC,51-200,0,7,4,4,0,36.2,229,1,2025-06-30
R00426,2024-06-17,Growth,Organic,LATAM,51-200,0,3,2,2,1,21.6,126,1,2025-06-30
R00427,2024-02-08,Growth,Paid Search,North America,1-10,1,14,7,0,0,100.0,508,0,2025-06-30
R00428,2024-12-25,Starter,Organic,Europe,1-10,0,11,3,0,0,44.2,63,1,2025-06-30
R00429,2024-08-16,Growth,Organic,Europe,1-10,0,8,1,1,0,65.6,318,0,2025-06-30
R00430,2024-02-26,Scale,Outbound,Europe,201+,0,10,5,1,1,48.5,216,1,2025-06-30
R00431,2024-01-16,Scale,Partner,North America,11-50,0,12,3,0,0,70.5,531,0,2025-06-30
R00432,2024-10-10,Starter,Organic,LATAM,1-10,1,10,3,1,0,67.2,263,0,2025-06-30
R00433,2024-04-11,Starter,Outbound,North America,1-10,0,2,0,2,0,42.6,196,1,2025-06-30
R00434,2024-04-11,Starter,Outbound,North America,1-10,0,5,1,5,0,19.9,66,1,2025-06-30
R00435,2024-07-28,Growth,Organic,Europe,11-50,0,4,2,0,1,22.9,7,1,2025-06-30
R00436,2024-09-01,Growth,Paid Search,LATAM,1-10,0,7,4,1,0,48.5,302,0,2025-06-30
R00437,2024-02-08,Growth,Paid Search,Europe,11-50,0,10,5,3,0,52.1,508,0,2025-06-30
R00438,2024-10-08,Growth,Paid Search,North America,1-10,0,9,1,2,1,28.7,85,1,2025-06-30
R00439,2024-11-11,Growth,Organic,LATAM,201+,0,9,6,1,0,73.8,231,0,2025-06-30
R00440,2024-03-02,Starter,Partner,APAC,1-10,0,4,6,0,0,43.1,485,0,2025-06-30
R00441,2024-12-28,Starter,Paid Search,North America,51-200,0,4,1,2,0,45.7,161,1,2025-06-30
R00442,2024-07-18,Starter,Outbound,Europe,11-50,0,6,2,2,0,49.5,63,1,2025-06-30
R00443,2024-03-27,Starter,Organic,North America,1-10,0,5,2,0,0,61.4,124,1,2025-06-30
R00444,2024-04-27,Scale,Outbound,Europe,11-50,1,15,5,0,0,75.0,429,0,2025-06-30
R00445,2024-12-10,Starter,Organic,North America,1-10,0,8,4,0,0,77.1,202,0,2025-06-30
R00446,2024-02-19,Growth,Organic,APAC,1-10,0,8,3,0,0,62.1,492,1,2025-06-30
R00447,2024-03-06,Growth,Partner,North America,11-50,0,11,1,1,0,56.3,481,0,2025-06-30
R00448,2024-04-27,Scale,Organic,North America,1-10,0,12,7,1,1,63.6,429,0,2025-06-30
R00449,2024-06-23,Starter,Organic,Europe,11-50,0,2,3,0,0,49.8,109,1,2025-06-30
R00450,2024-04-16,Growth,Partner,North America,11-50,0,10,1,1,0,48.9,440,0,2025-06-30
R00451,2024-03-10,Growth,Organic,North America,51-200,1,11,6,0,1,57.8,477,0,2025-06-30
R00452,2024-11-07,Growth,Outbound,LATAM,201+,0,9,6,2,0,62.7,17,1,2025-06-30
R00453,2024-02-23,Scale,Outbound,North America,1-10,1,12,7,1,0,94.0,493,0,2025-06-30
R00454,2024-02-01,Starter,Paid Search,LATAM,1-10,0,3,2,3,1,28.8,79,1,2025-06-30
R00455,2024-03-19,Growth,Organic,North America,11-50,0,8,1,0,0,66.6,468,0,2025-06-30
R00456,2024-01-04,Growth,Outbound,Europe,11-50,0,5,3,2,0,41.5,255,1,2025-06-30
R00457,2024-05-18,Starter,Paid Search,North America,11-50,0,5,5,1,0,35.1,408,0,2025-06-30
R00458,2024-02-18,Growth,Organic,Europe,11-50,0,10,2,1,1,49.0,37,1,2025-06-30
R00459,2024-11-08,Starter,Paid Search,North America,1-10,0,7,1,0,0,45.3,179,1,2025-06-30
R00460,2024-08-03,Starter,Paid Search,North America,1-10,0,7,2,4,0,31.0,331,0,2025-06-30
R00461,2024-05-30,Starter,Paid Search,Europe,11-50,1,7,4,2,1,45.6,204,1,2025-06-30
R00462,2024-12-19,Starter,Partner,LATAM,11-50,0,5,1,0,1,49.5,193,0,2025-06-30
R00463,2024-06-19,Scale,Organic,LATAM,1-10,0,11,4,1,0,71.2,376,0,2025-06-30
R00464,2024-01-29,Starter,Paid Search,Europe,11-50,0,5,6,1,0,64.3,518,0,2025-06-30
R00465,2024-12-26,Scale,Outbound,North America,51-200,1,11,7,0,0,69.5,186,0,2025-06-30
R00466,2024-11-07,Growth,Organic,North America,51-200,0,5,1,0,1,41.7,235,0,2025-06-30
R00467,2024-01-24,Starter,Outbound,North America,51-200,0,9,5,2,1,53.3,523,0,2025-06-30
R00468,2024-09-19,Starter,Organic,Europe,11-50,0,4,2,3,0,19.1,284,0,2025-06-30
R00469,2024-11-27,Growth,Paid Search,Europe,1-10,0,5,4,0,1,49.0,215,0,2025-06-30
R00470,2024-04-02,Starter,Paid Search,North America,1-10,1,8,4,0,0,69.2,199,1,2025-06-30
R00471,2024-09-07,Starter,Paid Search,North America,1-10,0,4,2,1,1,25.7,128,1,2025-06-30
R00472,2024-10-30,Starter,Partner,Europe,51-200,0,5,4,1,0,41.1,243,0,2025-06-30
R00473,2024-08-18,Starter,Paid Search,APAC,1-10,0,12,2,4,0,48.3,35,1,2025-06-30
R00474,2024-03-19,Starter,Paid Search,North America,11-50,0,14,7,5,0,61.1,468,0,2025-06-30
R00475,2024-01-22,Growth,Organic,North America,51-200,0,4,3,2,0,22.8,397,1,2025-06-30
R00476,2024-07-12,Starter,Organic,LATAM,1-10,0,3,0,1,0,40.4,34,1,2025-06-30
R00477,2024-05-24,Growth,Partner,Europe,51-200,1,12,3,1,0,51.3,402,0,2025-06-30
R00478,2024-10-02,Starter,Paid Search,Europe,11-50,0,4,3,0,0,51.7,271,0,2025-06-30
R00479,2024-05-27,Scale,Organic,North America,1-10,0,10,4,0,0,74.9,399,0,2025-06-30
R00480,2024-01-11,Starter,Partner,LATAM,201+,0,4,1,4,0,17.4,54,1,2025-06-30
R00481,2024-09-26,Starter,Paid Search,Europe,11-50,0,3,2,1,0,40.8,195,1,2025-06-30
R00482,2024-01-04,Starter,Partner,North America,51-200,0,4,3,0,0,47.8,174,1,2025-06-30
R00483,2024-01-04,Starter,Partner,North America,11-50,1,5,2,1,0,52.4,510,1,2025-06-30
R00484,2024-01-10,Scale,Outbound,North America,11-50,0,9,6,2,0,64.2,537,0,2025-06-30
R00485,2024-06-15,Growth,Organic,North America,51-200,0,13,4,0,0,53.2,380,0,2025-06-30
R00486,2024-03-02,Starter,Paid Search,Europe,11-50,0,4,2,2,0,42.7,135,1,2025-06-30
R00487,2024-09-16,Starter,Organic,APAC,1-10,0,7,6,2,0,40.2,46,1,2025-06-30
R00488,2024-02-16,Starter,Outbound,Europe,11-50,0,8,5,2,1,50.7,500,0,2025-06-30
R00489,2024-08-20,Starter,Paid Search,Europe,51-200,0,1,1,3,0,26.2,224,1,2025-06-30
R00490,2024-09-16,Scale,Partner,LATAM,201+,0,10,3,2,0,52.4,287,0,2025-06-30
R00491,2024-01-24,Growth,Partner,APAC,1-10,0,11,3,0,0,71.4,523,0,2025-06-30
R00492,2024-09-27,Growth,Paid Search,Europe,1-10,0,11,0,1,0,58.1,276,0,2025-06-30
R00493,2024-04-13,Scale,Partner,Europe,1-10,1,14,5,1,1,61.5,443,0,2025-06-30
R00494,2024-06-13,Starter,Paid Search,LATAM,1-10,0,9,4,3,0,48.4,382,0,2025-06-30
R00495,2024-07-14,Growth,Paid Search,North America,1-10,0,7,4,1,0,57.6,351,0,2025-06-30
R00496,2024-11-25,Growth,Organic,North America,1-10,0,9,6,0,0,81.0,217,0,2025-06-30
R00497,2024-12-30,Starter,Partner,APAC,1-10,0,6,4,0,0,63.6,51,1,2025-06-30
R00498,2024-05-05,Growth,Outbound,North America,1-10,0,10,3,0,0,70.4,421,0,2025-06-30
R00499,2024-08-12,Starter,Paid Search,North America,11-50,0,4,1,1,0,36.7,41,1,2025-06-30
R00500,2024-03-22,Starter,Outbound,LATAM,1-10,0,0,0,2,0,25.5,69,1,2025-06-30
R00501,2024-12-12,Starter,Partner,North America,11-50,0,5,0,2,0,31.0,200,0,2025-06-30
R00502,2024-09-03,Starter,Partner,Europe,201+,1,4,2,0,0,60.9,300,0,2025-06-30
R00503,2024-05-25,Growth,Paid Search,North America,11-50,0,12,1,0,0,67.9,401,0,2025-06-30
R00504,2024-10-09,Starter,Paid Search,North America,51-200,0,6,4,0,0,64.5,264,0,2025-06-30
R00505,2024-07-17,Starter,Paid Search,North America,201+,0,11,4,1,0,59.3,348,0,2025-06-30
R00506,2024-03-15,Scale,Paid Search,North America,11-50,1,13,8,0,0,100.0,472,0,2025-06-30
R00507,2024-02-20,Starter,Paid Search,North America,11-50,0,4,2,0,0,47.5,140,1,2025-06-30
R00508,2024-08-29,Starter,Outbound,North America,1-10,0,7,1,0,0,40.0,275,1,2025-06-30
R00509,2024-04-03,Starter,Outbound,North America,1-10,0,6,1,0,0,46.8,165,1,2025-06-30
R00510,2024-11-27,Growth,Paid Search,North America,51-200,0,10,2,0,0,73.3,215,0,2025-06-30
R00511,2024-12-06,Starter,Paid Search,Europe,1-10,1,11,4,2,0,68.1,206,0,2025-06-30
R00512,2024-10-19,Growth,Organic,LATAM,1-10,0,9,3,0,0,63.4,254,0,2025-06-30
R00513,2024-02-10,Growth,Paid Search,Europe,1-10,1,13,4,0,0,72.0,506,0,2025-06-30
R00514,2024-06-29,Starter,Outbound,North America,51-200,0,5,1,2,0,42.5,21,1,2025-06-30
R00515,2024-11-01,Starter,Organic,North America,11-50,1,6,1,1,0,61.8,99,1,2025-06-30
R00516,2024-12-21,Starter,Organic,North America,1-10,0,6,3,3,0,37.5,191,0,2025-06-30
R00517,2024-10-27,Growth,Outbound,Europe,11-50,0,8,0,2,0,46.0,38,1,2025-06-30
R00518,2024-10-23,Scale,Partner,APAC,51-200,0,5,2,3,0,42.5,65,1,2025-06-30
R00519,2024-04-24,Starter,Organic,Europe,11-50,0,6,3,1,0,57.8,256,1,2025-06-30
R00520,2024-05-31,Growth,Paid Search,North America,1-10,0,6,3,2,1,48.1,110,1,2025-06-30
R00521,2024-08-05,Growth,Paid Search,North America,51-200,0,10,2,2,1,51.6,329,0,2025-06-30
R00522,2024-07-18,Starter,Paid Search,APAC,1-10,0,5,1,1,0,46.3,70,1,2025-06-30
R00523,2024-08-31,Starter,Partner,LATAM,11-50,0,4,3,2,0,58.0,303,0,2025-06-30
R00524,2024-07-13,Growth,Paid Search,North America,1-10,0,8,3,0,0,56.7,28,1,2025-06-30
R00525,2024-01-12,Growth,Organic,North America,11-50,0,9,3,1,0,56.2,229,1,2025-06-30
R00526,2024-11-29,Starter,Organic,North America,1-10,0,10,0,3,0,38.0,71,1,2025-06-30
R00527,2024-05-05,Starter,Organic,North America,1-10,0,10,8,2,0,77.5,197,1,2025-06-30
